MouseID	MouseID_2	CageNr	Takedown	Takedown_order	Promethion_Position	Promethion_Cabinet	Category	Sex	Batch	DOB	Litter	T0_Date	T0_time	T0_DayPI	T0_weight	T0_leanmass	T0_leanperc	T0_fatmass	T0_fatperc	T0_Fwater	T0_Twater	T1_Date	T1_time	T1_DayPI	T1_weight	T2_Date	T2_time	T2_DayPI	T2_weight	T3_Date	T3_time	T3_DayPI	T3_weight	T4_Date	T4_DayPI	T4_time	T4_weight	T4_fatmass	T4_fatperc	T4_leanmass	T4_leanperc	T4_Fwater	T4_Twater	T5_Date	T5_time	T5_DayPI	Promethion_Comments_mouse	Promethion_Comments_for _all	T6_Date	T6_fasting_start	T6_takedown_time	T6_DayPI	T6_weight	T6_fatmass	T6_fatperc	T6_leanmass	T6_leanperc	T6_Fwater	T6_Twater	Spilled_Food_cage	Feces_cage	Promethion_weight	qPCR_Cmin_per_gCC	bombcal_thawed_sample_mass	bombcal_Dry_sample_mass	bombcal_Burned_sample_mass	bombcal_Calorific_Value	Comment_all
6468	Killed_mB6C6M	Killed_mb6c6	D	7	10	2	Killed	M	mB6	22.06.2021	K	29.07.2021	14:35	0	27.35	22.69	82.96160878	3.4	4.098281181	0	20.18	05.08.2021	09:53	7	32.63	12.08.2021	10:02	14	35.51	18.08.2021	09:09	20	37.37	23.08.2021	25	08:47	38.08	7.88	20.69327731	30.09	79.01785714	0.07	25.54	NA	NA	NA	NA	NA	26.08.2021	08:29	13:07	28	36.08	NA	NA	NA	NA	NA	NA	17.24	3.047	36.75778	222519	NA	NA	NA	NA	NA
6453	Killed_mB6C7M	Killed_mb6c7	D	13	1	1	Killed	M	mB6	23.06.2021	L	29.07.2021	14:34	0	30.73	25.53	83.07842499	4.52	5.440642382	0.17	22.32	05.08.2021	09:40	7	33.74	12.08.2021	09:15	14	37.1	18.08.2021	08:15	20	38.66	23.08.2021	25	08:47	40.01	7.46	18.64533867	32.21	80.50487378	0.19	27.6	NA	NA	NA	NA	NA	26.08.2021	10:00	14:23	28	38.76	NA	NA	NA	NA	NA	NA	23.2	3.669	40.1598	257400	NA	NA	NA	NA	NA
6460	Killed_mB6C8M	Killed_mb6c8	C	4	14	2	Killed	M	mB6	22.06.2021	K	29.07.2021	14:26	0	27.35	22.93	83.83912249	3.21	3.828761448	0	20.57	05.08.2021	09:12	7	32.76	12.08.2021	09:26	14	35.73	18.08.2021	08:38	20	36.32	23.08.2021	25	08:47	37.31	5.27	14.12489949	31.3	83.89171804	0.09	27.02	NA	NA	NA	NA	NA	26.08.2021	07:44	12:36	28	36.07	NA	NA	NA	NA	NA	NA	40.11	3.158	36.74145	509554	NA	NA	NA	NA	NA
6459	Live_mB6C1M	Live_mb6c1	D	3	11	2	Live	M	mB6	22.06.2021	K	29.07.2021	14:30	0	29.02	24.23	83.49414197	3.73	4.467379282	0.74	21.36	05.08.2021	09:19	7	34.84	12.08.2021	10:21	14	38.27	18.08.2021	09:03	20	39.56	23.08.2021	25	08:47	40.4	8.08	20	31.97	79.13366337	0.23	27.43	NA	NA	NA	NA	NA	26.08.2021	07:30	12:30	28	38.06	NA	NA	NA	NA	NA	NA	24.89	2.727	38.54746	13661972	NA	NA	NA	NA	NA
6458	Live_mB6C2M	Live_mb6c2	C	12	2	1	Live	M	mB6	22.06.2021	K	29.07.2021	14:37	0	28.27	23.24	82.20728688	3.83	4.658954389	0.01	20.6	05.08.2021	09:06	7	34.5	12.08.2021	09:09	14	37.89	18.08.2021	08:20	20	39.09	23.08.2021	25	08:47	39.3	8.54	21.7302799	30.45	77.48091603	0.12	25.93	NA	NA	NA	NA	NA	26.08.2021	09:46	14:10	28	38.15	NA	NA	NA	NA	NA	NA	34.26	3.438	38.52116	16398846	NA	NA	NA	NA	NA
6461	Live_mB6C3M	Live_mb6c3	C	10	15	2	Live	M	mB6	23.06.2021	L	29.07.2021	14:45	0	29.79	24.97	83.82007385	4.16	4.963011614	0.16	21.85	05.08.2021	09:38	7	34.01	12.08.2021	09:58	14	38.1	18.08.2021	09:15	20	39.12	23.08.2021	25	08:47	39.39	10.51	26.68189896	28.56	72.50571211	0	24.43	NA	NA	NA	NA	NA	26.08.2021	09:15	13:58	28	38.36	NA	NA	NA	NA	NA	NA	28.33	3.196	38.32962	10659898	NA	NA	NA	NA	NA
6470	Live_mB6C4M	Live_mb6c4	C	6	9	2	Live	M	mB6	22.06.2021	M	29.07.2021	14:39	0	24.5	21.24	86.69387755	2.81	3.241290019	0.04	18.79	05.08.2021	08:43	7	30.24	12.08.2021	10:08	14	32.68	18.08.2021	08:43	20	34.14	23.08.2021	25	08:47	35.09	5.15	14.67654602	29.38	83.72755771	0.06	24.93	NA	NA	NA	NA	NA	26.08.2021	08:14	12:59	28	32.59	NA	NA	NA	NA	NA	NA	0.7	2.247	32.57372	18598383	NA	NA	NA	NA	NA
6466	Live_mB6C5M	Live_mb6c5	D	9	6	1	Live	M	mB6	23.06.2021	L	29.07.2021	14:53	0	28.9	24.67	85.3633218	3.59	4.205553304	0.22	21.41	05.08.2021	09:28	7	31.87	12.08.2021	09:21	14	35.07	18.08.2021	08:32	20	37.09	23.08.2021	25	08:47	37.99	7.16	18.84706502	30.32	79.81047644	0.09	25.97	NA	NA	NA	NA	NA	26.08.2021	09:00	13:44	28	36.97	NA	NA	NA	NA	NA	NA	22.47	3.167	37.17144	12081129	NA	NA	NA	NA	NA
6462	Live_mB6C6M	Live_mb6c6	C	15	13	2	Live	M	mB6	22.06.2021	K	29.07.2021	14:47	0	26.52	21.94	82.73001508	3.26	3.940528715	0.08	19.5	05.08.2021	08:53	7	32.51	12.08.2021	09:32	14	36.15	18.08.2021	08:53	20	37.18	23.08.2021	25	08:47	37.25	7.86	21.10067114	28.67	76.96644295	0.11	24.71	NA	NA	NA	NA	NA	26.08.2021	10:28	14:42	28	36.97	NA	NA	NA	NA	NA	NA	5.32	3.306	36.82035	29333333	NA	NA	NA	NA	NA
6455	Live_mB6C7M	Live_mb6c7	NA	NA	NA	NA	Live	M	mB6	22.06.2021	NA	29.07.2021	14:52	0	29.66	24	80.91706001	4.61	5.697191667	0.13	21.4	05.08.2021	NA	7	27.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Died on D8 post-inoculation
6463	Live_mB6C8M	Live_mb6c8	D	1	5	1	Live	M	mB6	23.06.2021	L	29.07.2021	14:28	0	27.38	23.92	87.36303871	2.96	3.388160535	0.13	20.55	05.08.2021	09:49	7	30.8	12.08.2021	09:44	14	33.85	18.08.2021	08:10	20	35.15	23.08.2021	25	08:47	36.53	5.65	15.46673967	29.99	82.09690665	0.07	25.8	NA	NA	NA	NA	NA	26.08.2021	07:00	12:04	28	35.05	NA	NA	NA	NA	NA	NA	17.28	3.567	35.37821	15905947	NA	NA	NA	NA	NA
